instance,orig_m,orig_n,red_m,red_n,m_red_pct,n_red_pct,method,strategy,lb_type,initial_ub_type,cost,time,nodes,status,error
scp53.txt,200,2000,40,124,80.0,93.8,greedy,N/A,N/A,N/A,79.0,0.001741170883178711,1,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,greedy,77.0,0.011177301406860352,117,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,greedy,77.0,0.008849382400512695,92,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,greedy,77.0,0.015880346298217773,92,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,trivial,77.0,0.009743213653564453,117,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,trivial,77.0,0.007128000259399414,92,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,trivial,77.0,0.017923355102539062,92,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,greedy,77.0,0.01532745361328125,117,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,greedy,77.0,0.01314401626586914,111,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,greedy,77.0,0.018915891647338867,109,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,trivial,77.0,0.012021541595458984,204,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,trivial,77.0,0.01151728630065918,196,success,
scp53.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,trivial,77.0,0.012833833694458008,196,success,
scp54.txt,200,2000,40,121,80.0,93.95,greedy,N/A,N/A,N/A,71.0,0.0016086101531982422,1,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,sum_degree,greedy,67.0,0.009630918502807617,49,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,packing,greedy,67.0,0.006251335144042969,61,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,both,greedy,67.0,0.008600711822509766,49,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,sum_degree,trivial,67.0,0.0026595592498779297,49,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,packing,trivial,67.0,0.004856586456298828,61,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,dfs,both,trivial,67.0,0.00711512565612793,49,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,sum_degree,greedy,67.0,0.008701562881469727,46,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,packing,greedy,67.0,0.00837087631225586,77,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,both,greedy,67.0,0.00768280029296875,46,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,sum_degree,trivial,67.0,0.003586292266845703,49,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,packing,trivial,67.0,0.004140138626098633,81,success,
scp54.txt,200,2000,40,121,80.0,93.95,bb,best_first,both,trivial,67.0,0.004942893981933594,49,success,
scp55.txt,200,2000,40,121,80.0,93.95,greedy,N/A,N/A,N/A,60.0,0.0009090900421142578,1,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,sum_degree,greedy,54.0,0.04159045219421387,487,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,packing,greedy,54.0,0.006814002990722656,91,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,both,greedy,54.0,0.01518702507019043,91,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,sum_degree,trivial,54.0,0.028944730758666992,487,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,packing,trivial,54.0,0.00875091552734375,91,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,dfs,both,trivial,54.0,0.03180384635925293,91,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,sum_degree,greedy,54.0,0.08179974555969238,1536,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,packing,greedy,54.0,0.05730867385864258,1410,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,both,greedy,54.0,0.08115029335021973,1220,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,sum_degree,trivial,54.0,0.07764387130737305,1556,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,packing,trivial,54.0,0.06143474578857422,1456,success,
scp55.txt,200,2000,40,121,80.0,93.95,bb,best_first,both,trivial,54.0,0.04536128044128418,1252,success,
scp56.txt,200,2000,40,124,80.0,93.8,greedy,N/A,N/A,N/A,86.0,0.0012006759643554688,1,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,greedy,84.0,0.02181243896484375,249,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,greedy,84.0,0.07799196243286133,2423,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,greedy,84.0,0.03511929512023926,249,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,trivial,84.0,0.030284404754638672,253,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,trivial,84.0,0.0769188404083252,2427,success,
